station,year,month,day,date,total_daily_rainfall,highest_30min_rainfall,highest_60min_rainfall,highest_120min_rainfall,mean_temp,max_temp,min_temp,mean_wind_sp,max_wind_sp,station_code,latitude,longitude,rainy_day
Admiralty,2016,5,11,2016-05-11,29.2,21.6,25.0,29.2,28.6,34.6,24.5,5.8,50.8,104,1.4439,103.7854,1
Admiralty,2016,5,12,2016-05-12,0.2,0.2,0.2,0.2,28.3,33.0,26.6,5.4,25.6,104,1.4439,103.7854,1
Admiralty,2016,5,13,2016-05-13,3.2,2.8,3.0,3.2,28.0,31.1,25.3,5.8,35.3,104,1.4439,103.7854,1
Admiralty,2016,5,14,2016-05-14,16.2,11.2,14.4,16.2,27.3,32.8,24.6,5.0,25.6,104,1.4439,103.7854,1
Admiralty,2016,5,15,2016-05-15,6.6,5.2,5.2,6.4,28.1,34.4,26.0,5.8,25.9,104,1.4439,103.7854,1
Admiralty,2016,5,16,2016-05-16,2.4,1.6,1.6,2.4,28.0,32.5,25.5,7.2,39.6,104,1.4439,103.7854,1
Admiralty,2016,5,17,2016-05-17,3.2,3.0,3.2,3.2,28.6,34.5,26.6,5.4,32.0,104,1.4439,103.7854,1
Admiralty,2016,5,18,2016-05-18,51.0,27.0,30.2,31.6,27.2,31.2,24.8,6.5,34.9,104,1.4439,103.7854,1
Admiralty,2016,5,19,2016-05-19,2.8,2.6,2.8,2.8,28.0,32.5,25.5,5.8,22.0,104,1.4439,103.7854,1
Admiralty,2016,5,20,2016-05-20,0.2,0.2,0.2,0.2,29.2,32.7,26.8,5.4,21.2,104,1.4439,103.7854,1
Admiralty,2016,5,21,2016-05-21,0.2,0.2,0.2,0.2,28.2,30.7,25.0,10.1,40.0,104,1.4439,103.7854,1
Admiralty,2016,5,22,2016-05-22,18.6,12.6,14.6,17.2,28.2,33.7,24.6,8.3,58.0,104,1.4439,103.7854,1
Admiralty,2016,5,23,2016-05-23,0.0,0.0,0.0,0.0,29.8,35.5,25.5,5.8,28.8,104,1.4439,103.7854,0
Admiralty,2016,5,24,2016-05-24,2.2,2.2,2.2,2.2,29.6,32.4,26.3,6.8,39.6,104,1.4439,103.7854,1
Admiralty,2016,5,25,2016-05-25,20.0,16.4,19.8,20.0,29.8,35.0,25.1,6.1,33.1,104,1.4439,103.7854,1
Admiralty,2016,5,26,2016-05-26,2.4,2.2,2.2,2.2,28.6,31.8,26.2,6.8,32.8,104,1.4439,103.7854,1
Admiralty,2016,5,27,2016-05-27,0.0,0.0,0.0,0.0,30.0,33.1,27.9,6.5,30.6,104,1.4439,103.7854,0
Admiralty,2016,5,28,2016-05-28,23.6,18.2,20.2,20.8,28.6,32.5,23.7,5.8,48.2,104,1.4439,103.7854,1
Admiralty,2016,5,29,2016-05-29,0.0,0.0,0.0,0.0,29.8,33.9,26.8,6.1,22.0,104,1.4439,103.7854,0
Admiralty,2016,5,30,2016-05-30,0.2,0.2,0.2,0.2,28.4,33.2,25.5,7.2,47.2,104,1.4439,103.7854,1
Admiralty,2016,5,31,2016-05-31,0.0,0.0,0.0,0.0,28.9,33.5,25.5,7.2,31.3,104,1.4439,103.7854,0
Admiralty,2014,7,1,2014-07-01,1.2,1.0,1.2,1.2,28.0,33.3,25.1,5.4,33.8,104,1.4439,103.7854,1
Admiralty,2014,7,2,2014-07-02,0.0,0.0,0.0,0.0,28.7,32.0,25.2,6.0,27.7,104,1.4439,103.7854,0
Admiralty,2014,7,3,2014-07-03,0.2,0.2,0.2,0.2,28.5,31.6,25.8,5.5,25.2,104,1.4439,103.7854,1
Admiralty,2014,7,4,2014-07-04,0.0,0.0,0.0,0.0,28.6,30.9,27.4,4.9,33.5,104,1.4439,103.7854,0
Admiralty,2014,7,5,2014-07-05,34.4,15.0,16.2,18.0,27.1,29.9,23.6,6.1,38.9,104,1.4439,103.7854,1
Admiralty,2014,7,6,2014-07-06,0.0,0.0,0.0,0.0,28.4,31.2,26.2,5.0,29.5,104,1.4439,103.7854,0
Admiralty,2014,7,7,2014-07-07,53.8,31.6,48.2,51.4,28.0,32.0,23.2,7.9,43.6,104,1.4439,103.7854,1
Admiralty,2014,7,8,2014-07-08,18.2,9.8,17.0,17.8,27.7,31.0,22.9,7.4,41.4,104,1.4439,103.7854,1
Admiralty,2014,7,9,2014-07-09,28.8,24.8,26.0,26.6,27.2,29.2,22.9,6.5,32.0,104,1.4439,103.7854,1
Admiralty,2014,7,10,2014-07-10,1.0,1.0,1.0,1.0,28.4,33.1,26.5,6.1,23.0,104,1.4439,103.7854,1
Admiralty,2014,7,11,2014-07-11,15.8,5.8,9.4,15.6,27.2,31.7,24.8,5.9,33.1,104,1.4439,103.7854,1
Admiralty,2014,7,12,2014-07-12,0.0,0.0,0.0,0.0,27.1,30.2,24.2,8.3,34.2,104,1.4439,103.7854,0
Admiralty,2014,7,13,2014-07-13,0.0,0.0,0.0,0.0,29.1,33.4,26.3,6.7,29.5,104,1.4439,103.7854,0
Admiralty,2014,7,14,2014-07-14,0.0,0.0,0.0,0.0,30.0,33.9,27.6,6.5,25.6,104,1.4439,103.7854,0
Admiralty,2014,7,15,2014-07-15,0.0,0.0,0.0,0.0,29.8,32.1,28.3,7.3,24.5,104,1.4439,103.7854,0
Admiralty,2014,7,16,2014-07-16,0.0,0.0,0.0,0.0,29.2,33.4,26.7,7.1,26.3,104,1.4439,103.7854,0
Admiralty,2014,7,17,2014-07-17,0.0,0.0,0.0,0.0,27.7,30.3,25.1,6.4,28.4,104,1.4439,103.7854,0
Admiralty,2014,7,18,2014-07-18,0.0,0.0,0.0,0.0,29.3,32.0,27.2,6.4,27.0,104,1.4439,103.7854,0
Admiralty,2014,7,19,2014-07-19,0.0,0.0,0.0,0.0,29.1,32.3,27.7,6.1,42.8,104,1.4439,103.7854,0
Admiralty,2014,7,20,2014-07-20,0.0,0.0,0.0,0.0,29.4,33.9,26.3,5.8,28.1,104,1.4439,103.7854,0
Admiralty,2014,7,21,2014-07-21,0.0,0.0,0.0,0.0,29.5,32.3,27.3,7.0,27.4,104,1.4439,103.7854,0
Admiralty,2014,7,22,2014-07-22,0.0,0.0,0.0,0.0,29.5,32.6,27.5,7.8,37.4,104,1.4439,103.7854,0
Admiralty,2014,7,23,2014-07-23,2.4,2.4,2.4,2.4,29.6,32.2,27.4,6.6,40.0,104,1.4439,103.7854,1
Admiralty,2014,7,24,2014-07-24,0.0,0.0,0.0,0.0,29.5,32.7,27.4,6.5,26.6,104,1.4439,103.7854,0
Admiralty,2014,7,25,2014-07-25,0.0,0.0,0.0,0.0,30.0,33.4,27.5,7.4,28.4,104,1.4439,103.7854,0
Admiralty,2014,7,26,2014-07-26,0.0,0.0,0.0,0.0,30.2,33.8,27.7,7.7,29.2,104,1.4439,103.7854,0
Admiralty,2014,7,27,2014-07-27,31.2,24.0,30.6,31.0,28.1,31.9,22.0,6.8,62.6,104,1.4439,103.7854,1
Admiralty,2014,7,28,2014-07-28,0.0,0.0,0.0,0.0,28.9,32.5,26.4,5.9,31.7,104,1.4439,103.7854,0
Admiralty,2014,7,29,2014-07-29,13.6,11.4,13.4,13.4,27.2,30.3,23.1,6.6,54.0,104,1.4439,103.7854,1
Admiralty,2014,7,30,2014-07-30,37.0,25.6,27.2,28.2,27.0,32.4,24.5,5.7,50.4,104,1.4439,103.7854,1
Admiralty,2014,7,31,2014-07-31,0.2,0.2,0.2,0.2,27.4,29.7,24.8,6.1,30.6,104,1.4439,103.7854,1
Admiralty,2014,3,1,2014-03-01,0.0,0.0,0.0,0.0,27.0,31.5,24.6,12.4,40.3,104,1.4439,103.7854,0
Admiralty,2014,3,2,2014-03-02,0.0,0.0,0.0,0.0,27.5,33.9,24.1,10.2,31.0,104,1.4439,103.7854,0
Admiralty,2014,3,3,2014-03-03,0.0,0.0,0.0,0.0,27.3,33.2,24.4,10.8,38.5,104,1.4439,103.7854,0
Admiralty,2014,3,4,2014-03-04,0.0,0.0,0.0,0.0,27.5,33.3,24.2,10.6,33.1,104,1.4439,103.7854,0
Admiralty,2014,3,5,2014-03-05,0.0,0.0,0.0,0.0,27.4,33.9,23.9,11.4,40.7,104,1.4439,103.7854,0
Admiralty,2014,3,6,2014-03-06,0.0,0.0,0.0,0.0,26.9,31.9,23.5,11.5,38.2,104,1.4439,103.7854,0
Admiralty,2014,3,7,2014-03-07,0.0,0.0,0.0,0.0,27.2,32.1,23.9,12.1,36.7,104,1.4439,103.7854,0
Admiralty,2014,3,8,2014-03-08,0.0,0.0,0.0,0.0,27.4,32.8,24.5,11.9,37.8,104,1.4439,103.7854,0
Admiralty,2014,3,9,2014-03-09,0.0,0.0,0.0,0.0,27.0,32.6,23.6,13.0,40.0,104,1.4439,103.7854,0
Admiralty,2014,3,10,2014-03-10,0.0,0.0,0.0,0.0,27.2,31.4,24.2,13.8,42.1,104,1.4439,103.7854,0
Admiralty,2014,3,11,2014-03-11,0.0,0.0,0.0,0.0,27.6,33.3,24.0,13.9,42.5,104,1.4439,103.7854,0
Admiralty,2014,3,12,2014-03-12,0.0,0.0,0.0,0.0,27.7,33.4,24.7,13.1,36.7,104,1.4439,103.7854,0
Admiralty,2014,3,13,2014-03-13,0.0,0.0,0.0,0.0,28.0,33.8,24.6,11.9,38.2,104,1.4439,103.7854,0
Admiralty,2014,3,14,2014-03-14,0.0,0.0,0.0,0.0,28.2,33.5,25.1,11.6,40.7,104,1.4439,103.7854,0
Admiralty,2014,3,15,2014-03-15,0.0,0.0,0.0,0.0,28.0,31.8,25.6,14.0,43.6,104,1.4439,103.7854,0
Admiralty,2014,3,16,2014-03-16,25.4,9.4,15.4,19.8,25.4,27.0,23.6,7.8,44.3,104,1.4439,103.7854,1
Admiralty,2014,3,17,2014-03-17,29.6,17.4,20.8,21.2,25.7,28.0,23.8,8.2,35.6,104,1.4439,103.7854,1
Admiralty,2014,3,18,2014-03-18,21.2,11.2,11.2,13.4,26.1,30.1,24.5,7.2,38.2,104,1.4439,103.7854,1
Admiralty,2014,3,19,2014-03-19,21.8,16.2,16.4,19.6,25.9,31.2,24.2,6.6,29.9,104,1.4439,103.7854,1
Admiralty,2014,3,20,2014-03-20,2.4,1.8,2.2,2.2,26.5,31.4,25.0,7.0,32.0,104,1.4439,103.7854,1
Admiralty,2014,3,21,2014-03-21,5.0,4.0,5.0,5.0,27.3,33.1,24.8,6.9,34.6,104,1.4439,103.7854,1
Admiralty,2014,3,22,2014-03-22,0.0,0.0,0.0,0.0,27.0,31.0,24.3,11.4,34.2,104,1.4439,103.7854,0
Admiralty,2014,3,23,2014-03-23,0.0,0.0,0.0,0.0,27.4,32.2,24.1,12.2,43.6,104,1.4439,103.7854,0
Admiralty,2014,3,24,2014-03-24,0.0,0.0,0.0,0.0,27.6,32.2,24.7,11.8,36.7,104,1.4439,103.7854,0
Admiralty,2014,3,25,2014-03-25,0.0,0.0,0.0,0.0,27.9,32.6,25.0,12.8,43.2,104,1.4439,103.7854,0
Admiralty,2014,3,26,2014-03-26,0.0,0.0,0.0,0.0,28.2,32.7,25.4,12.0,35.6,104,1.4439,103.7854,0
Admiralty,2014,3,27,2014-03-27,0.0,0.0,0.0,0.0,28.6,33.8,25.4,10.3,35.3,104,1.4439,103.7854,0
Admiralty,2014,3,28,2014-03-28,10.0,9.8,9.8,9.8,28.3,34.0,25.6,9.6,32.8,104,1.4439,103.7854,1
Admiralty,2014,3,29,2014-03-29,4.6,4.6,4.6,4.6,27.7,32.6,24.8,7.6,45.7,104,1.4439,103.7854,1
Admiralty,2014,3,30,2014-03-30,0.0,0.0,0.0,0.0,28.0,32.7,25.6,7.3,31.3,104,1.4439,103.7854,0
Admiralty,2014,3,31,2014-03-31,0.0,0.0,0.0,0.0,28.5,32.9,25.8,8.9,31.3,104,1.4439,103.7854,0
Admiralty,2016,1,1,2016-01-01,10.4,5.4,6.2,6.8,26.6,28.5,24.5,10.1,41.8,104,1.4439,103.7854,1
Admiralty,2016,1,2,2016-01-02,13.0,9.2,11.0,11.2,25.7,27.9,23.1,7.9,49.3,104,1.4439,103.7854,1
Admiralty,2016,1,3,2016-01-03,0.2,0.2,0.2,0.2,25.8,26.7,25.3,7.9,28.4,104,1.4439,103.7854,1
Admiralty,2016,1,4,2016-01-04,0.4,0.2,0.4,0.4,27.6,31.1,25.2,11.2,34.2,104,1.4439,103.7854,1
Admiralty,2016,1,5,2016-01-05,0.0,0.0,0.0,0.0,28.3,31.9,25.8,12.6,34.6,104,1.4439,103.7854,0
Admiralty,2016,1,6,2016-01-06,0.4,0.4,0.4,0.4,28.2,31.7,26.2,12.6,37.4,104,1.4439,103.7854,1
Admiralty,2016,1,7,2016-01-07,0.0,0.0,0.0,0.0,28.2,32.4,25.7,14.0,37.4,104,1.4439,103.7854,0
Admiralty,2016,1,8,2016-01-08,0.0,0.0,0.0,0.0,28.1,31.9,25.6,13.0,43.9,104,1.4439,103.7854,0
Admiralty,2016,1,9,2016-01-09,0.0,0.0,0.0,0.0,28.2,32.3,25.7,12.6,39.2,104,1.4439,103.7854,0
Admiralty,2016,1,10,2016-01-10,0.0,0.0,0.0,0.0,28.4,32.7,26.1,11.2,36.4,104,1.4439,103.7854,0
Admiralty,2016,1,11,2016-01-11,33.8,22.4,33.8,33.8,28.0,32.2,24.4,8.6,29.2,104,1.4439,103.7854,1
Admiralty,2016,1,12,2016-01-12,0.0,0.0,0.0,0.0,28.5,32.1,26.0,12.6,35.3,104,1.4439,103.7854,0
Admiralty,2016,1,13,2016-01-13,0.0,0.0,0.0,0.0,28.4,32.5,26.3,12.2,36.4,104,1.4439,103.7854,0
Admiralty,2016,1,14,2016-01-14,1.6,1.4,1.4,1.4,28.3,31.4,26.4,10.1,29.9,104,1.4439,103.7854,1
Admiralty,2016,1,15,2016-01-15,16.6,7.4,10.0,10.8,27.2,30.3,24.8,5.8,20.5,104,1.4439,103.7854,1
Admiralty,2016,1,16,2016-01-16,2.0,1.4,1.4,2.0,27.2,32.7,25.2,5.4,31.7,104,1.4439,103.7854,1
Admiralty,2016,1,17,2016-01-17,20.8,8.2,14.4,19.4,26.7,31.2,23.8,6.5,38.9,104,1.4439,103.7854,1
Admiralty,2016,1,18,2016-01-18,14.0,13.8,14.0,14.0,27.9,34.4,25.0,6.1,26.3,104,1.4439,103.7854,1
Admiralty,2016,1,19,2016-01-19,0.0,0.0,0.0,0.0,28.2,31.5,26.1,10.8,35.3,104,1.4439,103.7854,0
Admiralty,2016,1,20,2016-01-20,0.4,0.4,0.4,0.4,28.2,31.5,26.0,7.9,31.7,104,1.4439,103.7854,1
Admiralty,2016,1,21,2016-01-21,0.4,0.4,0.4,0.4,27.9,30.3,26.5,10.4,32.8,104,1.4439,103.7854,1
Admiralty,2016,1,22,2016-01-22,28.2,13.8,19.6,21.8,27.6,31.4,26.1,8.3,33.5,104,1.4439,103.7854,1
Admiralty,2016,1,23,2016-01-23,6.6,6.2,6.4,6.4,27.8,32.3,25.7,11.5,43.6,104,1.4439,103.7854,1
Admiralty,2016,1,24,2016-01-24,0.0,0.0,0.0,0.0,28.4,31.9,26.0,15.8,51.8,104,1.4439,103.7854,0
Admiralty,2016,1,25,2016-01-25,5.0,5.0,5.0,5.0,27.4,31.3,25.3,14.0,64.4,104,1.4439,103.7854,1
Admiralty,2016,1,26,2016-01-26,7.4,6.6,6.6,6.6,27.1,29.5,25.1,11.9,40.7,104,1.4439,103.7854,1
Admiralty,2016,1,27,2016-01-27,0.2,0.2,0.2,0.2,28.2,31.4,25.7,13.0,40.7,104,1.4439,103.7854,1
Admiralty,2016,1,28,2016-01-28,5.4,3.2,4.6,5.0,27.6,32.6,25.0,9.7,30.2,104,1.4439,103.7854,1
Admiralty,2016,1,29,2016-01-29,0.0,0.0,0.0,0.0,27.7,31.5,25.0,10.1,39.6,104,1.4439,103.7854,0
Admiralty,2016,1,30,2016-01-30,0.0,0.0,0.0,0.0,28.4,33.0,25.9,11.5,33.8,104,1.4439,103.7854,0
Admiralty,2016,1,31,2016-01-31,7.6,5.8,5.8,6.8,28.0,31.8,25.9,10.4,38.5,104,1.4439,103.7854,1
Admiralty,2014,2,1,2014-02-01,0.0,0.0,0.0,0.0,25.7,32.4,21.8,10.9,33.1,104,1.4439,103.7854,0
Admiralty,2014,2,2,2014-02-02,0.0,0.0,0.0,0.0,25.4,30.5,22.5,10.2,31.0,104,1.4439,103.7854,0
Admiralty,2014,2,3,2014-02-03,0.0,0.0,0.0,0.0,25.9,31.7,23.0,10.8,29.9,104,1.4439,103.7854,0
Admiralty,2014,2,4,2014-02-04,0.0,0.0,0.0,0.0,26.2,31.8,22.4,10.6,32.4,104,1.4439,103.7854,0
Admiralty,2014,2,5,2014-02-05,0.0,0.0,0.0,0.0,25.9,32.0,22.5,11.6,35.6,104,1.4439,103.7854,0
Admiralty,2014,2,6,2014-02-06,0.0,0.0,0.0,0.0,26.2,31.7,23.0,10.5,35.3,104,1.4439,103.7854,0
Admiralty,2014,2,7,2014-02-07,0.0,0.0,0.0,0.0,26.3,31.5,23.6,10.1,27.0,104,1.4439,103.7854,0
Admiralty,2014,2,8,2014-02-08,15.8,10.6,15.0,15.6,26.3,31.7,23.8,9.4,32.0,104,1.4439,103.7854,1
Admiralty,2014,2,9,2014-02-09,0.0,0.0,0.0,0.0,27.0,32.6,24.2,7.9,29.2,104,1.4439,103.7854,0
Admiralty,2014,2,10,2014-02-10,0.0,0.0,0.0,0.0,27.6,33.4,24.3,8.4,27.7,104,1.4439,103.7854,0
Admiralty,2014,2,11,2014-02-11,0.0,0.0,0.0,0.0,27.2,31.7,24.7,11.1,33.1,104,1.4439,103.7854,0
Admiralty,2014,2,12,2014-02-12,0.0,0.0,0.0,0.0,27.1,32.5,24.1,12.1,37.8,104,1.4439,103.7854,0
Admiralty,2014,2,13,2014-02-13,0.0,0.0,0.0,0.0,27.5,32.6,24.9,12.5,40.7,104,1.4439,103.7854,0
Admiralty,2014,2,14,2014-02-14,0.0,0.0,0.0,0.0,27.0,30.9,24.7,12.8,37.1,104,1.4439,103.7854,0
Admiralty,2014,2,15,2014-02-15,0.0,0.0,0.0,0.0,27.1,31.0,24.7,14.4,41.0,104,1.4439,103.7854,0
Admiralty,2014,2,16,2014-02-16,0.0,0.0,0.0,0.0,26.9,30.9,24.7,12.9,38.5,104,1.4439,103.7854,0
Admiralty,2014,2,17,2014-02-17,0.0,0.0,0.0,0.0,27.0,30.7,24.9,14.6,36.4,104,1.4439,103.7854,0
Admiralty,2014,2,18,2014-02-18,0.0,0.0,0.0,0.0,27.4,32.2,24.8,13.0,34.6,104,1.4439,103.7854,0
Admiralty,2014,2,19,2014-02-19,0.0,0.0,0.0,0.0,27.1,32.0,24.5,12.0,35.3,104,1.4439,103.7854,0
Admiralty,2014,2,20,2014-02-20,0.0,0.0,0.0,0.0,27.1,31.3,24.7,15.2,42.5,104,1.4439,103.7854,0
Admiralty,2014,2,21,2014-02-21,0.0,0.0,0.0,0.0,26.9,29.8,24.9,15.7,43.2,104,1.4439,103.7854,0
Admiralty,2014,2,22,2014-02-22,0.0,0.0,0.0,0.0,27.5,32.4,24.5,14.8,51.1,104,1.4439,103.7854,0
Admiralty,2014,2,23,2014-02-23,0.0,0.0,0.0,0.0,26.7,31.3,24.0,12.5,44.3,104,1.4439,103.7854,0
Admiralty,2014,2,24,2014-02-24,0.0,0.0,0.0,0.0,26.7,31.4,23.7,13.8,40.0,104,1.4439,103.7854,0
Admiralty,2014,2,25,2014-02-25,0.0,0.0,0.0,0.0,26.4,31.0,23.4,11.9,37.8,104,1.4439,103.7854,0
Admiralty,2014,2,26,2014-02-26,0.0,0.0,0.0,0.0,26.8,31.2,23.7,13.3,41.0,104,1.4439,103.7854,0
Admiralty,2014,2,27,2014-02-27,0.0,0.0,0.0,0.0,27.3,32.4,24.1,13.6,44.3,104,1.4439,103.7854,0
Admiralty,2014,2,28,2014-02-28,0.0,0.0,0.0,0.0,27.1,31.5,24.1,13.8,40.7,104,1.4439,103.7854,0
Admiralty,2016,2,1,2016-02-01,0.0,0.0,0.0,0.0,28.5,32.4,25.7,14.0,43.2,104,1.4439,103.7854,0
Admiralty,2016,2,2,2016-02-02,6.6,3.8,4.8,6.4,27.4,30.8,24.3,11.5,40.7,104,1.4439,103.7854,1
Admiralty,2016,2,3,2016-02-03,0.0,0.0,0.0,0.0,28.2,32.6,25.6,10.1,36.7,104,1.4439,103.7854,0
Admiralty,2016,2,4,2016-02-04,4.2,2.2,2.8,4.2,27.4,30.5,26.0,8.6,27.0,104,1.4439,103.7854,1
Admiralty,2016,2,5,2016-02-05,3.0,2.0,2.0,2.8,27.6,31.6,25.7,6.8,25.2,104,1.4439,103.7854,1
Admiralty,2016,2,6,2016-02-06,2.6,1.2,1.2,1.2,28.0,31.4,26.1,14.8,44.6,104,1.4439,103.7854,1
Admiralty,2016,2,7,2016-02-07,33.6,19.4,24.2,27.4,26.4,28.1,24.0,18.0,56.2,104,1.4439,103.7854,1
Admiralty,2016,2,8,2016-02-08,0.0,0.0,0.0,0.0,26.8,28.3,25.9,16.6,52.2,104,1.4439,103.7854,0
Admiralty,2016,2,9,2016-02-09,0.0,0.0,0.0,0.0,26.5,28.5,25.2,9.7,27.7,104,1.4439,103.7854,0
Admiralty,2016,2,10,2016-02-10,7.6,2.8,5.0,7.6,26.2,28.0,24.7,12.2,35.3,104,1.4439,103.7854,1
Admiralty,2016,2,11,2016-02-11,0.0,0.0,0.0,0.0,26.9,29.7,24.9,11.2,28.8,104,1.4439,103.7854,0
Admiralty,2016,2,12,2016-02-12,6.2,6.2,6.2,6.2,27.2,31.7,23.6,10.4,40.3,104,1.4439,103.7854,1
Admiralty,2016,2,13,2016-02-13,0.2,0.2,0.2,0.2,28.1,31.8,26.1,14.0,40.3,104,1.4439,103.7854,1
Admiralty,2016,2,14,2016-02-14,41.2,15.4,24.4,36.4,27.1,32.6,24.8,9.4,42.5,104,1.4439,103.7854,1
Admiralty,2016,2,15,2016-02-15,0.0,0.0,0.0,0.0,28.3,32.2,25.6,11.9,34.9,104,1.4439,103.7854,0
Admiralty,2016,2,16,2016-02-16,0.0,0.0,0.0,0.0,28.0,31.4,26.1,16.2,52.2,104,1.4439,103.7854,0
Admiralty,2016,2,17,2016-02-17,0.0,0.0,0.0,0.0,27.6,30.9,25.3,14.8,50.4,104,1.4439,103.7854,0
Admiralty,2016,2,18,2016-02-18,0.0,0.0,0.0,0.0,27.3,30.8,24.6,10.4,45.7,104,1.4439,103.7854,0
Admiralty,2016,2,19,2016-02-19,69.0,15.2,27.8,41.6,24.7,26.7,23.5,7.2,32.8,104,1.4439,103.7854,1
Admiralty,2016,2,20,2016-02-20,1.4,1.2,1.2,1.4,26.1,28.4,24.2,10.4,38.2,104,1.4439,103.7854,1
Admiralty,2016,2,21,2016-02-21,0.0,0.0,0.0,0.0,27.1,31.5,24.6,12.6,42.5,104,1.4439,103.7854,0
Admiralty,2016,2,22,2016-02-22,0.0,0.0,0.0,0.0,27.5,31.3,24.9,13.0,38.5,104,1.4439,103.7854,0
Admiralty,2016,2,23,2016-02-23,0.0,0.0,0.0,0.0,27.4,30.7,25.2,12.6,36.7,104,1.4439,103.7854,0
Admiralty,2016,2,24,2016-02-24,13.4,8.2,8.4,9.6,25.7,29.1,24.0,11.2,34.9,104,1.4439,103.7854,1
Admiralty,2016,2,25,2016-02-25,0.2,0.2,0.2,0.2,27.3,31.0,24.8,18.0,58.0,104,1.4439,103.7854,1
Admiralty,2016,2,26,2016-02-26,0.0,0.0,0.0,0.0,27.6,31.1,25.1,15.1,43.2,104,1.4439,103.7854,0
Admiralty,2016,2,27,2016-02-27,0.0,0.0,0.0,0.0,27.8,31.9,25.1,13.7,43.2,104,1.4439,103.7854,0
Admiralty,2016,2,28,2016-02-28,0.0,0.0,0.0,0.0,27.9,31.4,25.7,15.8,46.8,104,1.4439,103.7854,0
Admiralty,2016,2,29,2016-02-29,0.2,0.2,0.2,0.2,28.1,31.4,26.1,16.9,47.2,104,1.4439,103.7854,1
Admiralty,2016,3,1,2016-03-01,0.0,0.0,0.0,0.0,27.9,31.8,25.7,16.2,44.3,104,1.4439,103.7854,0
Admiralty,2016,3,2,2016-03-02,0.0,0.0,0.0,0.0,27.8,31.1,25.5,17.3,48.6,104,1.4439,103.7854,0
Admiralty,2016,3,3,2016-03-03,0.0,0.0,0.0,0.0,27.8,32.0,25.6,16.2,52.9,104,1.4439,103.7854,0
Admiralty,2016,3,4,2016-03-04,0.6,0.4,0.4,0.4,27.6,30.7,25.8,13.3,37.1,104,1.4439,103.7854,1
Admiralty,2016,3,5,2016-03-05,0.0,0.0,0.0,0.0,28.1,32.3,25.8,12.2,39.2,104,1.4439,103.7854,0
Admiralty,2016,3,6,2016-03-06,0.0,0.0,0.0,0.0,28.6,33.0,26.5,14.0,38.5,104,1.4439,103.7854,0
Admiralty,2016,3,7,2016-03-07,9.4,7.0,8.4,9.2,27.8,31.6,26.0,12.6,37.1,104,1.4439,103.7854,1
Admiralty,2016,3,8,2016-03-08,8.2,3.6,4.2,4.6,27.5,31.7,25.4,8.6,31.3,104,1.4439,103.7854,1
Admiralty,2016,3,9,2016-03-09,0.0,0.0,0.0,0.0,28.9,33.2,26.3,11.2,31.0,104,1.4439,103.7854,0
Admiralty,2016,3,10,2016-03-10,4.0,1.6,2.2,2.4,28.0,34.1,26.3,7.6,26.6,104,1.4439,103.7854,1
Admiralty,2016,3,11,2016-03-11,0.0,0.0,0.0,0.0,28.8,33.8,26.2,12.2,37.4,104,1.4439,103.7854,0
Admiralty,2016,3,12,2016-03-12,0.0,0.0,0.0,0.0,28.5,32.2,25.7,12.2,34.6,104,1.4439,103.7854,0
Admiralty,2016,3,13,2016-03-13,2.2,1.0,1.2,1.8,28.2,32.9,25.2,10.4,35.6,104,1.4439,103.7854,1
Admiralty,2016,3,14,2016-03-14,0.4,0.4,0.4,0.4,28.6,33.9,26.3,9.4,36.4,104,1.4439,103.7854,1
Admiralty,2016,3,15,2016-03-15,0.0,0.0,0.0,0.0,28.6,32.6,26.2,10.8,34.9,104,1.4439,103.7854,0
Admiralty,2016,3,16,2016-03-16,0.0,0.0,0.0,0.0,28.4,34.0,25.1,8.6,26.6,104,1.4439,103.7854,0
Admiralty,2016,3,17,2016-03-17,0.0,0.0,0.0,0.0,28.6,34.4,25.5,11.5,31.7,104,1.4439,103.7854,0
Admiralty,2016,3,18,2016-03-18,0.0,0.0,0.0,0.0,28.7,33.9,25.9,10.4,32.4,104,1.4439,103.7854,0
Admiralty,2016,3,19,2016-03-19,0.0,0.0,0.0,0.0,28.6,33.7,25.6,11.9,33.1,104,1.4439,103.7854,0
Admiralty,2016,3,20,2016-03-20,0.4,0.4,0.4,0.4,28.5,32.5,26.2,9.4,27.0,104,1.4439,103.7854,1
Admiralty,2016,3,21,2016-03-21,16.0,6.4,9.6,16.0,28.4,35.0,24.3,8.6,39.2,104,1.4439,103.7854,1
Admiralty,2016,3,22,2016-03-22,0.2,0.2,0.2,0.2,28.2,31.6,26.8,8.6,41.8,104,1.4439,103.7854,1
Admiralty,2016,3,23,2016-03-23,0.0,0.0,0.0,0.0,28.8,33.5,26.0,9.0,31.3,104,1.4439,103.7854,0
Admiralty,2016,3,24,2016-03-24,0.0,0.0,0.0,0.0,29.0,33.0,26.7,11.9,32.4,104,1.4439,103.7854,0
Admiralty,2016,3,25,2016-03-25,13.4,8.2,13.0,13.4,28.0,34.5,24.3,7.9,40.7,104,1.4439,103.7854,1
Admiralty,2016,3,26,2016-03-26,0.0,0.0,0.0,0.0,28.4,31.5,26.0,13.3,40.7,104,1.4439,103.7854,0
Admiralty,2016,3,27,2016-03-27,0.0,0.0,0.0,0.0,28.7,32.4,26.7,14.0,44.3,104,1.4439,103.7854,0
