,week,region,no_cases,year,total_daily_rainfall,max_wind_sp,max_temp,rainy_day,mean_temp,mean_wind_sp,min_temp,dengue_fever,dengue,mosquito,insect_repellent,dengue_fever_diff,dengue_fever_2nd_diff,dengue_diff,dengue_2nd_diff,mosquito_diff,mosquito_2nd_diff,insect_repellent_diff,insect_repellent_2nd_diff
0,21,Central,53,2013,72.4,43.9,33.6,1,28.46666666666667,4.916666666666667,23.7,33.0,30.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,Central,59,2013,51.0,88.9,33.4,1,28.23333333333333,5.142857142857143,24.5,29.0,28.0,9.0,3.0,-4.0,0.0,-2.0,0.0,-1.0,0.0,1.0,0.0
2,23,Central,102,2013,164.0,43.9,34.8,1,28.285714285714285,5.442857142857143,23.4,56.0,52.0,18.0,4.0,27.0,31.0,24.0,26.0,9.0,10.0,1.0,0.0
3,24,Central,97,2013,46.0,91.8,33.6,1,29.80952380952381,5.880952380952381,23.9,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0
4,25,Central,70,2013,0.0,39.2,34.8,0,30.3,6.066666666666667,25.6,25.0,23.0,8.0,2.0,-17.0,-3.0,-16.0,-3.0,-6.0,-2.0,0.0,2.0
5,26,Central,86,2013,44.8,47.2,34.7,1,29.123809523809523,5.652380952380953,24.0,26.0,24.0,9.0,3.0,1.0,18.0,1.0,17.0,1.0,7.0,1.0,1.0
6,27,Central,186,2013,53.8,51.5,33.6,1,28.30952380952381,6.214285714285714,23.2,18.0,17.0,8.0,1.0,-8.0,-9.0,-7.0,-8.0,-1.0,-2.0,-2.0,-3.0
7,28,Central,151,2013,291.4,49.3,33.2,1,27.64761904761905,5.628571428571429,22.3,16.0,16.0,8.0,3.0,-2.0,6.0,-1.0,6.0,0.0,1.0,2.0,4.0
8,29,Central,68,2013,7.6,41.0,33.2,1,27.933333333333334,5.985714285714286,24.0,14.0,13.0,8.0,2.0,-2.0,0.0,-3.0,-2.0,0.0,0.0,-1.0,-3.0
9,30,Central,42,2013,41.400000000000006,43.6,34.4,1,28.45714285714286,6.266666666666667,23.1,12.0,11.0,9.0,1.0,-2.0,0.0,-2.0,1.0,1.0,1.0,-1.0,0.0
10,31,Central,102,2013,54.6,53.3,33.3,1,28.02380952380953,6.5,22.1,11.0,9.0,9.0,2.0,-1.0,1.0,-2.0,0.0,0.0,-1.0,1.0,2.0
11,32,Central,19,2013,210.4,50.8,32.7,1,27.48095238095238,6.514285714285715,21.7,13.0,13.0,8.0,0.0,2.0,3.0,4.0,6.0,-1.0,-1.0,-2.0,-3.0
12,33,Central,12,2013,109.0,51.1,32.5,1,27.82857142857143,6.242857142857143,21.2,12.0,11.0,7.0,2.0,-1.0,-3.0,-2.0,-6.0,-1.0,0.0,2.0,4.0
13,34,Central,33,2013,0.4,48.2,33.7,1,28.685714285714283,7.242857142857143,25.7,11.0,11.0,7.0,1.0,-1.0,0.0,0.0,2.0,0.0,1.0,-1.0,-3.0
14,35,Central,27,2013,118.8,48.6,34.0,1,28.18095238095238,6.79047619047619,21.6,9.0,9.0,5.0,1.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0
15,36,Central,61,2013,530.2,43.6,32.4,1,26.54285714285714,5.314285714285714,21.9,12.0,11.0,6.0,2.0,3.0,5.0,2.0,4.0,1.0,3.0,1.0,1.0
16,37,Central,76,2013,160.0,45.4,32.7,1,27.4,6.376190476190477,22.8,11.0,10.0,6.0,1.0,-1.0,-4.0,-1.0,-3.0,0.0,-1.0,-1.0,-2.0
17,38,Central,102,2013,35.0,41.8,34.3,1,28.66190476190476,6.485714285714285,24.0,9.0,8.0,5.0,1.0,-2.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,1.0
18,39,Central,102,2013,154.6,52.2,34.1,1,28.29047619047619,6.057142857142857,22.6,15.0,13.0,5.0,2.0,6.0,8.0,5.0,7.0,0.0,1.0,1.0,1.0
19,40,Central,102,2013,121.8,52.2,33.8,1,27.89523809523809,6.1,21.5,13.0,13.0,6.0,1.0,-2.0,-8.0,0.0,-5.0,1.0,1.0,-1.0,-2.0
20,41,Central,102,2013,235.8,52.6,33.7,1,28.104761904761908,6.152380952380952,22.4,11.0,10.0,8.0,1.0,-2.0,0.0,-3.0,-3.0,2.0,1.0,0.0,1.0
21,42,Central,102,2013,312.8,52.9,34.1,1,28.142857142857142,6.595238095238095,22.6,15.0,15.0,7.0,2.0,4.0,6.0,5.0,8.0,-1.0,-3.0,1.0,1.0
22,43,Central,102,2013,117.8,42.1,33.7,1,27.890476190476196,5.942857142857143,22.8,12.0,11.0,5.0,2.0,-3.0,-7.0,-4.0,-9.0,-2.0,-1.0,0.0,-1.0
23,44,Central,110,2013,189.2,56.5,34.0,1,27.219047619047625,4.414285714285715,22.0,12.0,11.0,7.0,2.0,0.0,3.0,0.0,4.0,2.0,4.0,0.0,0.0
24,45,Central,144,2013,157.4,45.0,34.3,1,27.56190476190476,5.280952380952381,21.9,12.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,-1.0,-3.0,-1.0,-1.0
25,46,Central,168,2013,325.8,82.4,34.0,1,26.928571428571427,4.785714285714286,23.0,13.0,13.0,9.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,0.0,1.0
26,47,Central,202,2013,175.8,50.0,33.5,1,27.63809523809524,5.890476190476191,22.2,11.0,10.0,6.0,2.0,-2.0,-3.0,-3.0,-5.0,-3.0,-6.0,1.0,1.0
27,48,Central,203,2013,364.2,51.5,33.7,1,27.142857142857142,5.20952380952381,22.5,11.0,9.0,6.0,2.0,0.0,2.0,-1.0,2.0,0.0,3.0,0.0,-1.0
28,49,Central,97,2013,225.8,73.4,32.6,1,25.94761904761905,6.171428571428571,23.2,9.0,9.0,6.0,1.0,-2.0,-2.0,0.0,1.0,0.0,0.0,-1.0,-1.0
29,50,Central,113,2013,104.2,38.2,33.7,1,27.423809523809524,5.6000000000000005,23.8,10.0,10.0,5.0,2.0,1.0,3.0,1.0,1.0,-1.0,-1.0,1.0,2.0
30,51,Central,99,2013,152.0,65.2,34.7,1,26.995238095238093,6.719047619047619,20.9,9.0,8.0,6.0,2.0,-1.0,-2.0,-2.0,-3.0,1.0,2.0,0.0,-1.0
31,52,Central,68,2013,34.4,40.7,31.5,1,26.727777777777774,8.86111111111111,23.7,9.0,8.0,7.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
32,1,Central,37,2014,118.6,42.5,31.9,1,26.35833333333333,7.666666666666667,23.4,12.0,11.0,5.0,2.0,3.0,3.0,3.0,3.0,-2.0,-3.0,0.0,0.0
33,2,Central,166,2014,125.8,45.0,34.0,1,26.67142857142857,6.419047619047619,23.6,11.0,10.0,4.0,1.0,-1.0,-4.0,-1.0,-4.0,-1.0,1.0,-1.0,-1.0
34,3,Central,125,2014,1.0,45.0,31.0,1,26.31428571428572,10.433333333333334,23.6,9.0,8.0,4.0,1.0,-2.0,-1.0,-2.0,-1.0,0.0,1.0,0.0,1.0
35,4,Central,102,2014,0.0,45.4,31.0,0,25.866666666666667,10.347619047619048,23.3,7.0,6.0,7.0,1.0,-2.0,0.0,-2.0,0.0,3.0,3.0,0.0,0.0
36,5,Central,102,2014,0.0,44.6,34.3,0,26.323809523809523,10.095238095238097,23.0,7.0,8.0,8.0,2.0,0.0,2.0,2.0,4.0,1.0,-2.0,1.0,1.0
37,6,Central,57,2014,3.4,37.4,34.9,1,26.719047619047625,8.276190476190477,23.3,10.0,9.0,13.0,3.0,3.0,3.0,1.0,-1.0,5.0,4.0,1.0,0.0
38,7,Central,30,2014,0.6,39.6,34.2,1,27.704761904761902,9.128571428571428,24.6,8.0,9.0,12.0,2.0,-2.0,-5.0,0.0,-1.0,-1.0,-6.0,-1.0,-2.0
39,8,Central,102,2014,0.0,46.8,33.1,0,27.633333333333333,10.414285714285716,22.0,9.0,9.0,20.0,4.0,1.0,3.0,0.0,0.0,8.0,9.0,2.0,3.0
40,9,Central,102,2014,0.0,41.0,34.1,0,27.47142857142857,9.976190476190476,24.1,10.0,8.0,20.0,4.0,1.0,0.0,-1.0,-1.0,0.0,-8.0,0.0,-2.0
41,10,Central,6,2014,0.0,42.1,35.1,0,27.666666666666668,9.319047619047618,24.3,6.0,6.0,19.0,2.0,-4.0,-5.0,-2.0,-1.0,-1.0,-1.0,-2.0,-2.0
42,11,Central,10,2014,111.0,75.2,34.8,1,27.9,9.314285714285711,23.7,6.0,5.0,12.0,1.0,0.0,4.0,-1.0,1.0,-7.0,-6.0,-1.0,1.0
43,12,Central,102,2014,271.2,41.8,33.4,1,27.204761904761902,6.3047619047619055,23.6,7.0,6.0,8.0,2.0,1.0,1.0,1.0,2.0,-4.0,3.0,1.0,2.0
44,13,Central,102,2014,0.0,38.2,33.2,0,28.52380952380953,7.885714285714285,25.1,8.0,7.0,13.0,2.0,1.0,0.0,1.0,0.0,5.0,9.0,0.0,-1.0
45,14,Central,39,2014,169.4,85.0,34.1,1,28.44285714285714,6.409523809523809,23.0,6.0,5.0,8.0,2.0,-2.0,-3.0,-2.0,-3.0,-5.0,-10.0,0.0,0.0
46,15,Central,102,2014,72.4,41.4,34.5,1,28.114285714285717,5.29047619047619,22.6,7.0,7.0,9.0,3.0,1.0,3.0,2.0,4.0,1.0,6.0,1.0,1.0
47,16,Central,58,2014,238.6,46.1,33.6,1,28.52380952380953,5.380952380952381,23.2,8.0,8.0,10.0,2.0,1.0,0.0,1.0,-1.0,1.0,0.0,-1.0,-2.0
48,17,Central,102,2014,133.0,39.2,34.1,1,28.46190476190477,4.923809523809524,23.8,9.0,8.0,10.0,1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0
49,18,Central,130,2014,142.0,41.8,34.5,1,29.08571428571428,5.538095238095238,24.3,5.0,6.0,10.0,2.0,-4.0,-5.0,-2.0,-2.0,0.0,0.0,1.0,2.0
50,19,Central,102,2014,38.4,40.7,34.4,1,29.257142857142856,5.4523809523809526,24.6,7.0,7.0,9.0,3.0,2.0,6.0,1.0,3.0,-1.0,-1.0,1.0,0.0
51,20,Central,140,2014,199.6,49.3,34.0,1,28.57619047619048,5.3047619047619055,23.4,8.0,7.0,9.0,2.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-2.0
52,21,Central,102,2014,93.4,41.8,33.9,1,28.285714285714285,5.490476190476191,23.7,9.0,9.0,10.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,-1.0,0.0
53,22,Central,102,2014,139.0,35.3,33.8,1,28.633333333333333,5.276190476190476,24.0,8.0,7.0,9.0,3.0,-1.0,-2.0,-2.0,-4.0,-1.0,-2.0,2.0,3.0
54,23,Central,217,2014,87.6,43.2,33.7,1,28.571428571428573,6.061904761904762,24.9,10.0,10.0,7.0,2.0,2.0,3.0,3.0,5.0,-2.0,-1.0,-1.0,-3.0
55,24,Central,63,2014,72.2,70.6,34.7,1,29.315,5.9523809523809526,23.0,12.0,10.0,8.0,2.0,2.0,0.0,0.0,-3.0,1.0,3.0,0.0,1.0
56,25,Central,102,2014,73.4,47.9,34.5,1,29.742857142857144,6.676190476190476,23.4,11.0,9.0,10.0,2.0,-1.0,-3.0,-1.0,-1.0,2.0,1.0,0.0,0.0
57,26,Central,102,2014,23.6,46.1,33.3,1,28.861904761904764,5.919047619047619,21.9,14.0,13.0,9.0,2.0,3.0,4.0,4.0,5.0,-1.0,-3.0,0.0,0.0
58,27,Central,53,2014,86.2,45.4,33.4,1,28.366666666666667,5.514285714285714,23.5,19.0,18.0,8.0,1.0,5.0,2.0,5.0,1.0,-1.0,0.0,-1.0,-1.0
59,28,Central,102,2014,205.2,59.0,33.6,1,28.23809523809524,6.395238095238096,22.8,17.0,15.0,8.0,1.0,-2.0,-7.0,-3.0,-8.0,0.0,1.0,0.0,1.0
60,29,Central,81,2014,51.8,44.6,33.9,1,29.228571428571428,6.723809523809523,22.7,18.0,15.0,11.0,1.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0
61,30,Central,137,2014,72.2,100.1,34.6,1,29.48095238095238,7.647619047619047,23.0,14.0,12.0,8.0,2.0,-4.0,-5.0,-3.0,-3.0,-3.0,-6.0,1.0,1.0
62,31,Central,206,2014,268.0,52.2,32.9,1,28.33333333333333,6.747619047619047,22.9,15.0,14.0,9.0,1.0,1.0,5.0,2.0,5.0,1.0,4.0,-1.0,-2.0
63,32,Central,265,2014,69.39999999999999,50.8,33.7,1,27.83809523809524,7.061904761904763,22.6,14.0,13.0,9.0,2.0,-1.0,-2.0,-1.0,-3.0,0.0,-1.0,1.0,2.0
64,33,Central,254,2014,100.4,36.7,32.7,1,27.39523809523809,6.119047619047619,23.2,15.0,14.0,8.0,1.0,1.0,2.0,1.0,2.0,-1.0,-1.0,-1.0,-2.0
65,34,Central,102,2014,138.0,50.4,33.0,1,28.08571428571428,6.480952380952381,23.7,12.0,11.0,10.0,2.0,-3.0,-4.0,-3.0,-4.0,2.0,3.0,1.0,2.0
66,35,Central,102,2014,228.4,57.6,32.8,1,27.195238095238096,5.642857142857143,21.5,11.0,9.0,6.0,1.0,-1.0,2.0,-2.0,1.0,-4.0,-6.0,-1.0,-2.0
67,36,Central,102,2014,184.2,52.9,34.1,1,28.1,6.433333333333333,22.1,8.0,8.0,8.0,2.0,-3.0,-2.0,-1.0,1.0,2.0,6.0,1.0,2.0
68,37,Central,102,2014,119.4,43.6,33.7,1,28.633333333333333,6.985714285714285,23.3,8.0,8.0,8.0,2.0,0.0,3.0,0.0,1.0,0.0,-2.0,0.0,-1.0
69,38,Central,102,2014,102.4,48.2,33.4,1,28.6,7.728571428571429,23.5,7.0,6.0,6.0,4.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0
70,39,Central,133,2014,41.2,48.6,34.7,1,28.64761904761905,7.042857142857143,23.3,9.0,9.0,5.0,2.0,2.0,3.0,3.0,5.0,-1.0,1.0,-2.0,-4.0
71,40,Central,135,2014,82.0,74.9,34.3,1,28.633333333333333,6.961904761904761,22.7,7.0,6.0,4.0,1.0,-2.0,-4.0,-3.0,-6.0,-1.0,0.0,-1.0,1.0
72,41,Central,108,2014,0.6,34.9,34.1,1,29.004761904761907,6.676190476190476,25.1,6.0,6.0,6.0,1.0,-1.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0
73,42,Central,104,2014,72.4,38.5,34.1,1,28.580952380952382,5.333333333333333,24.6,8.0,7.0,6.0,1.0,2.0,3.0,1.0,1.0,0.0,-2.0,0.0,0.0
74,43,Central,102,2014,21.0,38.5,34.4,1,28.566666666666663,5.371428571428571,24.6,8.0,8.0,7.0,2.0,0.0,-2.0,1.0,0.0,1.0,1.0,1.0,1.0
75,44,Central,102,2014,146.79999999999998,45.0,34.5,1,28.804761904761904,5.085714285714285,23.7,5.0,4.0,5.0,1.0,-3.0,-3.0,-4.0,-5.0,-2.0,-3.0,-1.0,-2.0
76,45,Central,102,2014,306.2,55.1,34.5,1,28.07619047619048,5.704761904761905,23.1,6.0,6.0,5.0,2.0,1.0,4.0,2.0,6.0,0.0,2.0,1.0,2.0
77,46,Central,102,2014,136.0,83.9,34.5,1,27.390476190476196,5.052380952380952,23.3,6.0,6.0,5.0,1.0,0.0,-1.0,0.0,-2.0,0.0,0.0,-1.0,-2.0
78,47,Central,102,2014,108.6,95.4,33.6,1,27.35238095238095,4.704761904761905,24.2,8.0,6.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
79,48,Central,40,2014,315.0,41.8,33.2,1,27.566666666666663,4.761904761904762,23.8,6.0,6.0,5.0,1.0,-2.0,-4.0,0.0,0.0,0.0,0.0,-1.0,-2.0
80,49,Central,48,2014,272.4,47.5,34.1,1,27.604761904761908,4.966666666666667,23.1,6.0,5.0,6.0,1.0,0.0,2.0,-1.0,-1.0,1.0,1.0,0.0,1.0
81,50,Central,80,2014,253.0,38.5,33.2,1,27.847619047619045,6.2714285714285705,23.4,5.0,5.0,6.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0
82,51,Central,73,2014,478.6,57.2,34.1,1,26.94285714285714,5.6,22.8,4.0,4.0,4.0,2.0,-1.0,0.0,-1.0,-1.0,-2.0,-2.0,1.0,1.0
83,52,Central,65,2014,407.4,61.9,31.9,1,26.39523809523809,5.395238095238095,23.0,7.0,5.0,5.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,-1.0,-2.0
84,1,Central,32,2015,2.0,41.4,33.3,1,27.08333333333333,8.233333333333333,24.3,5.0,5.0,5.0,2.0,-2.0,-5.0,0.0,-1.0,0.0,-1.0,1.0,2.0
85,2,Central,38,2015,278.0,69.5,34.5,1,26.57619047619048,6.623809523809523,23.3,7.0,7.0,5.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,-1.0,-2.0
86,3,Central,24,2015,7.0,43.2,33.1,1,27.404761904761905,9.8,23.7,5.0,5.0,5.0,2.0,-2.0,-4.0,-2.0,-4.0,0.0,0.0,1.0,2.0
87,4,Central,27,2015,21.6,40.0,31.5,1,26.79047619047619,9.214285714285714,23.9,7.0,7.0,7.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,-1.0
88,5,Central,15,2015,5.0,75.6,33.2,1,27.09523809523809,8.59047619047619,23.8,6.0,5.0,6.0,1.0,-1.0,-3.0,-2.0,-4.0,-1.0,-3.0,-1.0,-1.0
89,6,Central,10,2015,44.0,47.2,31.1,1,26.37142857142857,9.147619047619049,23.2,4.0,4.0,5.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.0
90,7,Central,26,2015,1.6,44.6,32.4,1,26.83333333333333,9.7,23.9,6.0,4.0,3.0,0.0,2.0,4.0,0.0,1.0,-2.0,-1.0,-1.0,-1.0
91,8,Central,23,2015,86.2,40.0,33.2,1,27.39523809523809,9.09047619047619,22.3,6.0,6.0,5.0,1.0,0.0,-2.0,2.0,2.0,2.0,4.0,1.0,2.0
92,9,Central,17,2015,46.2,41.8,34.9,1,27.795238095238098,8.833333333333334,20.4,5.0,4.0,7.0,1.0,-1.0,-1.0,-2.0,-4.0,2.0,0.0,0.0,-1.0
93,10,Central,22,2015,29.8,38.5,35.2,1,27.976190476190474,7.047619047619048,23.0,7.0,6.0,8.0,2.0,2.0,3.0,2.0,4.0,1.0,-1.0,1.0,1.0
94,11,Central,13,2015,104.6,40.7,33.8,1,27.466666666666665,7.519047619047619,22.9,6.0,6.0,7.0,1.0,-1.0,-3.0,0.0,-2.0,-1.0,-2.0,-1.0,-2.0
95,12,Central,23,2015,158.8,41.0,33.8,1,28.109523809523807,6.857142857142857,21.9,5.0,5.0,5.0,2.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,1.0,2.0
96,13,Central,28,2015,142.0,57.2,32.9,1,28.32857142857143,8.49047619047619,22.5,4.0,4.0,6.0,1.0,-1.0,0.0,-1.0,0.0,1.0,3.0,-1.0,-2.0
97,14,Central,48,2015,152.6,52.2,33.9,1,28.109523809523807,5.704761904761905,22.3,7.0,6.0,7.0,2.0,3.0,4.0,2.0,3.0,1.0,0.0,1.0,2.0
98,15,Central,54,2015,49.4,37.4,33.8,1,28.88571428571429,6.742857142857143,25.0,6.0,5.0,6.0,2.0,-1.0,-4.0,-1.0,-3.0,-1.0,-2.0,0.0,-1.0
99,16,Central,62,2015,81.6,38.5,33.8,1,29.17619047619048,7.133333333333334,23.6,7.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0
100,17,Central,102,2015,268.0,42.5,34.3,1,28.066666666666663,5.047619047619048,23.0,6.0,4.0,7.0,1.0,-1.0,-2.0,-2.0,-3.0,1.0,1.0,-1.0,-1.0
101,18,Central,102,2015,332.2,88.9,33.0,1,27.728571428571428,4.728571428571429,22.7,5.0,5.0,9.0,2.0,-1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0
102,19,Central,102,2015,80.6,45.0,33.7,1,28.990476190476187,5.819047619047619,24.0,7.0,7.0,6.0,2.0,2.0,3.0,2.0,1.0,-3.0,-5.0,0.0,-1.0
103,20,Central,102,2015,63.400000000000006,64.4,34.2,1,29.038095238095234,6.128571428571428,23.8,8.0,6.0,6.0,1.0,1.0,-1.0,-1.0,-3.0,0.0,3.0,-1.0,-1.0
104,21,Central,102,2015,86.0,76.0,34.2,1,28.704761904761902,5.485714285714286,24.2,7.0,5.0,5.0,2.0,-1.0,-2.0,-1.0,0.0,-1.0,-1.0,1.0,2.0
105,22,Central,102,2015,50.2,41.8,34.8,1,29.257142857142856,6.404761904761905,25.2,6.0,6.0,7.0,1.0,-1.0,0.0,1.0,2.0,2.0,3.0,-1.0,-2.0
106,23,Central,102,2015,36.0,36.4,34.2,1,29.080952380952382,5.6000000000000005,25.1,6.0,6.0,6.0,2.0,0.0,1.0,0.0,-1.0,-1.0,-3.0,1.0,2.0
107,24,Central,102,2015,130.2,37.8,34.0,1,27.890476190476196,5.276190476190476,23.7,7.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
108,25,Central,102,2015,4.2,46.1,33.9,1,28.842857142857145,6.580952380952381,23.5,8.0,8.0,8.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-2.0
109,26,Central,102,2015,0.0,39.6,34.4,0,29.652380952380955,8.123809523809523,27.3,8.0,7.0,7.0,2.0,0.0,-1.0,-1.0,-2.0,-1.0,-2.0,0.0,1.0
110,27,Central,29,2015,71.2,47.2,34.7,1,28.98095238095238,6.871428571428572,22.3,7.0,7.0,6.0,2.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0
