,year,week,cluster_sn,no_cases,latitude,longitude,point,pln_area_n,region_n,pln_total_cases,reg_total_cases,total_cases,total_daily_rainfall,highest_30min_rainfall,highest_60min_rainfall,highest_120min_rainfall,max_wind_sp,max_temp,rainy_day,mean_temp,mean_wind_sp,min_temp,humidity,hdb_1_and_2_room_flats_hse,hdb_3_room_flats_hse,hdb_4_room_flats_hse,hdb_5_room_and_executive_flats_hse,condominiums_and_other_apartments_hse,landed_properties_hse,others_hse,total_hdb_hse,hdb_1_and_2_room_flats_pop,hdb_3_room_flats_pop,hdb_4_room_flats_pop,hdb_5_room_and_executive_flats_pop,condominiums_and_other_apartments_pop,landed_properties_pop,others_pop,total_hdb_pop,total_pop,dengue_fever,dengue,mosquito,insect_repellent,dengue_fever_diff,dengue_fever_2nd_diff,dengue_diff,dengue_2nd_diff,mosquito_diff,mosquito_2nd_diff,insect_repellent_diff,insect_repellent_2nd_diff,date
78,2013,22,37.0,3.0,1.3883276666666664,103.89868266666667,POINT (103.89868266666667 1.3883276666666664),SENGKANG,NORTH-EAST REGION,6.0,67.0,612.0,8.514285714285714,,,,64.8,35.5,1,27.95357142857143,4.964285714285714,22.2,81.61597248094392,1107.6,1417.6,24718.4,26562.4,3542.4,466.4,0.0,53806.0,3382.0,4868.0,80236.0,90222.0,10052.0,1574.0,490.0,178712.0,190828.0,29.0,28.0,9.0,3.0,-4.0,,-2.0,,-1.0,,1.0,,2013-06-02
81,2013,22,40.0,3.0,1.38529395,103.8945645,POINT (103.8945645 1.3852939499999999),SENGKANG,NORTH-EAST REGION,6.0,67.0,612.0,8.514285714285714,,,,64.8,35.5,1,27.95357142857143,4.964285714285714,22.2,81.61597248094392,1107.6,1417.6,24718.4,26562.4,3542.4,466.4,0.0,53806.0,3382.0,4868.0,80236.0,90222.0,10052.0,1574.0,490.0,178712.0,190828.0,29.0,28.0,9.0,3.0,-4.0,,-2.0,,-1.0,,1.0,,2013-06-02
82,2013,22,41.0,3.0,1.3699889,103.8725304,POINT (103.8725304 1.3699889),SERANGOON,NORTH-EAST REGION,36.0,67.0,612.0,8.514285714285714,,,,64.8,35.5,1,27.95357142857143,4.964285714285714,22.2,81.61597248094392,250.4,4684.8,10749.6,6620.8,4896.0,10244.4,232.0,22422.0,772.0,11648.0,36436.0,23442.0,13304.0,35158.0,1174.0,72684.0,122314.0,29.0,28.0,9.0,3.0,-4.0,,-2.0,,-1.0,,1.0,,2013-06-02
83,2013,22,42.0,3.0,1.3576645,103.8825205,POINT (103.8825205 1.3576645),HOUGANG,NORTH-EAST REGION,25.0,67.0,612.0,8.514285714285714,,,,64.8,35.5,1,27.95357142857143,4.964285714285714,22.2,81.61597248094392,1034.0,9705.6,25276.4,14595.2,6527.2,5854.4,202.8,50909.6,2872.0,26778.0,88402.0,56070.0,18626.0,22314.0,4072.0,175066.0,220066.0,29.0,28.0,9.0,3.0,-4.0,,-2.0,,-1.0,,1.0,,2013-06-02
97,2013,24,13.0,18.0,1.3693613857142857,103.89235107142858,POINT (103.89235107142858 1.3693613857142857),HOUGANG,NORTH-EAST REGION,66.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,1034.0,9705.6,25276.4,14595.2,6527.2,5854.4,202.8,50909.6,2872.0,26778.0,88402.0,56070.0,18626.0,22314.0,4072.0,175066.0,220066.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
98,2013,24,14.0,18.0,1.371048346153846,103.88193929230768,POINT (103.88193929230769 1.371048346153846),HOUGANG,NORTH-EAST REGION,66.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,1034.0,9705.6,25276.4,14595.2,6527.2,5854.4,202.8,50909.6,2872.0,26778.0,88402.0,56070.0,18626.0,22314.0,4072.0,175066.0,220066.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
100,2013,24,16.0,17.0,1.3544801222222222,103.88980257777776,POINT (103.88980257777777 1.3544801222222222),HOUGANG,NORTH-EAST REGION,66.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,1034.0,9705.6,25276.4,14595.2,6527.2,5854.4,202.8,50909.6,2872.0,26778.0,88402.0,56070.0,18626.0,22314.0,4072.0,175066.0,220066.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
107,2013,24,23.0,10.0,1.35063605,103.8682291,POINT (103.86822910000001 1.3506360499999999),SERANGOON,NORTH-EAST REGION,30.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,250.4,4684.8,10749.6,6620.8,4896.0,10244.4,232.0,22422.0,772.0,11648.0,36436.0,23442.0,13304.0,35158.0,1174.0,72684.0,122314.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
109,2013,24,25.0,7.0,1.37520528,103.8539282,POINT (103.8539282 1.3752052799999999),ANG MO KIO,NORTH-EAST REGION,21.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,5408.8,25736.0,14477.2,6408.4,4464.4,4610.8,336.4,52030.4,12254.0,66322.0,46574.0,22316.0,11500.0,16266.0,1354.0,147458.0,176582.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
111,2013,24,27.0,7.0,1.3492825,103.87509723333334,POINT (103.87509723333334 1.3492825),SERANGOON,NORTH-EAST REGION,30.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,250.4,4684.8,10749.6,6620.8,4896.0,10244.4,232.0,22422.0,772.0,11648.0,36436.0,23442.0,13304.0,35158.0,1174.0,72684.0,122314.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
116,2013,24,32.0,5.0,1.3572876,103.870273525,POINT (103.870273525 1.3572876),SERANGOON,NORTH-EAST REGION,30.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,250.4,4684.8,10749.6,6620.8,4896.0,10244.4,232.0,22422.0,772.0,11648.0,36436.0,23442.0,13304.0,35158.0,1174.0,72684.0,122314.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
117,2013,24,33.0,4.0,1.36313115,103.85040315,POINT (103.85040315 1.36313115),ANG MO KIO,NORTH-EAST REGION,21.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,5408.8,25736.0,14477.2,6408.4,4464.4,4610.8,336.4,52030.4,12254.0,66322.0,46574.0,22316.0,11500.0,16266.0,1354.0,147458.0,176582.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
118,2013,24,34.0,4.0,1.37421125,103.8496795,POINT (103.8496795 1.37421125),ANG MO KIO,NORTH-EAST REGION,21.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,5408.8,25736.0,14477.2,6408.4,4464.4,4610.8,336.4,52030.4,12254.0,66322.0,46574.0,22316.0,11500.0,16266.0,1354.0,147458.0,176582.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
119,2013,24,35.0,4.0,1.3629028,103.86312766666668,POINT (103.86312766666667 1.3629027999999999),SERANGOON,NORTH-EAST REGION,30.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,250.4,4684.8,10749.6,6620.8,4896.0,10244.4,232.0,22422.0,772.0,11648.0,36436.0,23442.0,13304.0,35158.0,1174.0,72684.0,122314.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
122,2013,24,38.0,4.0,1.3673871,103.8633276,POINT (103.8633276 1.3673871),SERANGOON,NORTH-EAST REGION,30.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,250.4,4684.8,10749.6,6620.8,4896.0,10244.4,232.0,22422.0,772.0,11648.0,36436.0,23442.0,13304.0,35158.0,1174.0,72684.0,122314.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
127,2013,24,43.0,3.0,1.3739641,103.8854178,POINT (103.8854178 1.3739641),HOUGANG,NORTH-EAST REGION,66.0,122.0,1039.0,1.0964285714285713,,,,40.7,35.4,1,29.985714285714288,6.514285714285714,24.2,81.61597248094392,1034.0,9705.6,25276.4,14595.2,6527.2,5854.4,202.8,50909.6,2872.0,26778.0,88402.0,56070.0,18626.0,22314.0,4072.0,175066.0,220066.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
